repo_owner,repo_name,repo_license,license_category,rows,source_url_count,sample_source_url
MarceloClaro,Beneficial-Quantum-Noise-in-Variational-Quantum-Classifiers,MIT,permissive,102,2,https://github.com/MarceloClaro/Beneficial-Quantum-Noise-in-Variational-Quantum-Classifiers/blob/main/framework_qiskit.py
PECOS-packages,PECOS,Apache-2.0,permissive,102,2,https://github.com/PECOS-packages/PECOS/blob/dev/python/quantum-pecos/src/pecos/circuits/quantum_circuit.py
anibrata,smartcity_main,Unlicense,permissive,102,7,https://github.com/anibrata/smartcity_main/blob/main/binary/main.py
pgentil,QuantumFactorising,Apache-2.0,permissive,102,2,https://github.com/pgentil/QuantumFactorising/blob/main/factorising_functions.py
qiskit-community,qgss-2025,Apache-2.0,permissive,102,7,https://github.com/qiskit-community/qgss-2025/blob/main/functions-labs/q-ctrl/q-ctrl_performance_management.ipynb
sola-st,MorphQ-Quantum-Qiskit-Testing-ICSE-23,MIT,permissive,102,15,https://github.com/sola-st/MorphQ-Quantum-Qiskit-Testing-ICSE-23/blob/main/lib/simulators.py
IBM,Q-CHIPP,Apache-2.0,permissive,96,1,https://github.com/IBM/Q-CHIPP/blob/main/libraries/qcnn_lib.py
JanusQ,HornBro,MIT,permissive,96,5,https://github.com/JanusQ/HornBro/blob/main/hornbro/circuit.py
JoelHBierman,electronic-structure-orbital-optimization,Apache-2.0,permissive,96,4,https://github.com/JoelHBierman/electronic-structure-orbital-optimization/blob/main/electronic_structure_algorithms/excited_states_eigensolvers/mcvqe.py
KIT-TVA,quantum-pattern-detector,MIT,permissive,96,10,https://github.com/KIT-TVA/quantum-pattern-detector/blob/main/evaluation/amplitude_estimation/amplitude_estimation.py
Luxbin-labs,Luxbin-Quantum-internet,MIT,permissive,96,9,https://github.com/Luxbin-labs/Luxbin-Quantum-internet/blob/main/deploy_ai_agents_security.py
ProgrmerJack,Drift-Aware-Fault-Tolerance-QEC,MIT,permissive,96,5,https://github.com/ProgrmerJack/Drift-Aware-Fault-Tolerance-QEC/blob/main/scripts/run_ibm_experiments.py
Quantinuum,qnexus,Apache-2.0,permissive,96,14,https://github.com/Quantinuum/qnexus/blob/main/examples/basics/braket_examples.ipynb
Quantum-Node-RED,node-red-qiskit-quantum-learning,Apache-2.0,permissive,96,14,https://github.com/Quantum-Node-RED/node-red-qiskit-quantum-learning/blob/master/Learning/nodes/Circuit-And-Operators/Build-Circuit-With-The-Qiskit-SDK/Bit-Ordering-In-The-Qiskit-SDK/Integers/Integers.py
Zed-Fermon,Steane_code_implementation,MIT,permissive,96,2,https://github.com/Zed-Fermon/Steane_code_implementation/blob/main/src/circuit_encoder/EncodedCircuit.py
crsq-dev,crsq-main,Apache-2.0,permissive,96,3,https://github.com/crsq-dev/crsq-main/blob/phase1/src/crsq/blocks/antisymmetrization.py
foxwy,QELM-VQELM,MPL-2.0,permissive,96,4,https://github.com/foxwy/QELM-VQELM/blob/master/VQELM_classification/VQELM_UCI.py
leilaerhili,Qtrim,MIT,permissive,96,2,https://github.com/leilaerhili/Qtrim/blob/main/core/rewrites.py
qiskit-community,Quantum-Challenge-Grader,Apache-2.0,permissive,96,7,https://github.com/qiskit-community/Quantum-Challenge-Grader/blob/main/qc_grader/challenges/fall_fest24/lab2.py
qiskit-community,qiskit-braket-provider,Apache-2.0,permissive,96,2,https://github.com/qiskit-community/qiskit-braket-provider/blob/main/qiskit_braket_provider/providers/adapter.py
Ape108,quantum_autoencoder,MIT,permissive,90,6,https://github.com/Ape108/quantum_autoencoder/blob/main/poster_content/generate_plots.py
BoredDam,quantum-longest-common-substring,MIT,permissive,90,1,https://github.com/BoredDam/quantum-longest-common-substring/blob/main/src/QLCS.py
JingeZuo,Distillation-Circuit-Structure,MIT,permissive,90,1,https://github.com/JingeZuo/Distillation-Circuit-Structure/blob/main/MagicT_v2.py
OccumRazor,implement-quantum-algotirhms-with-qiskit,MIT,permissive,90,2,https://github.com/OccumRazor/implement-quantum-algotirhms-with-qiskit/blob/main/qiskit_code/Grover.py
PennyLaneAI,pennylane-orquestra,Apache-2.0,permissive,90,6,https://github.com/PennyLaneAI/pennylane-orquestra/blob/main/pennylane_orquestra/gen_workflow.py
Qiskit,benchpress,Apache-2.0,permissive,90,8,https://github.com/Qiskit/benchpress/blob/main/benchpress/qasm/qasmbench-small/vqe.py
Qiskit,qiskit-addon-aqc-tensor,Apache-2.0,permissive,90,5,https://github.com/Qiskit/qiskit-addon-aqc-tensor/blob/main/qiskit_addon_aqc_tensor/ansatz_generation/from_connectivity.py
Qiskit,qiskit-ibm-runtime,Apache-2.0,permissive,90,2,https://github.com/Qiskit/qiskit-ibm-runtime/blob/main/qiskit_ibm_runtime/utils/json.py
Quantinuum,Magic-H6,Apache-2.0,permissive,90,5,https://github.com/Quantinuum/Magic-H6/blob/main/ControlledHadamardBenchmarking/.ipynb_checkpoints/PhysicalCHFidelityBound-checkpoint.ipynb
Quantinuum,hugr-explorer,BSD-2-Clause,permissive,90,8,https://github.com/Quantinuum/hugr-explorer/blob/ab/guppy/etc/scripts/docenizers/docenizer-6502.py
Strilanc,falling-with-style,Apache-2.0,permissive,90,2,https://github.com/Strilanc/falling-with-style/blob/main/src/facto/main_make_plot.py
UBC-CIC,Multi-Agent-Quantum-Materials-Assistant,MIT,permissive,90,4,https://github.com/UBC-CIC/Multi-Agent-Quantum-Materials-Assistant/blob/main/app.py
altaris,pyquill,MIT,permissive,90,1,https://github.com/altaris/pyquill/blob/master/tests.py
awslabs,quantum-computing-exploration-for-drug-discovery-on-aws,Apache-2.0,permissive,90,5,https://github.com/awslabs/quantum-computing-exploration-for-drug-discovery-on-aws/blob/main/source/src/notebook/healthcare-and-life-sciences/c-1-protein-folding-quantum-random-walk/quantum-random-walk/folding_predictor/deltas_oracle.py
foxwy,QST-iLS,MPL-2.0,permissive,90,2,https://github.com/foxwy/QST-iLS/blob/main/measures/povm.py
niefermar,CuanticaProgramacion,Apache-2.0,permissive,90,4,https://github.com/niefermar/CuanticaProgramacion/blob/master/examples/python/teleport.py
qiskit-community,qdc-challenges-2025,Apache-2.0,permissive,90,5,https://github.com/qiskit-community/qdc-challenges-2025/blob/main/challenges/Track_A/wstate-scattering/utils.py
stingraze,quantum-qiskit-decision-web-crawler,MIT,permissive,90,3,https://github.com/stingraze/quantum-qiskit-decision-web-crawler/blob/main/quantum-decision-crawler2.py
BAQIS-Quantum,ErrorGnoMark,Apache-2.0,permissive,84,1,https://github.com/BAQIS-Quantum/ErrorGnoMark/blob/main/errorgnomark/configuration.py
DOUGLASDAVIS08161978,nexus_agi,MIT,permissive,84,2,https://github.com/DOUGLASDAVIS08161978/nexus_agi/blob/main/quantum_qiskit_enhanced.py
FilipeChagasDev,dlqpiler,MIT,permissive,84,2,https://github.com/FilipeChagasDev/dlqpiler/blob/main/dlqpiler/qunits.py
GANASYAM-10,QuantumLeap-Portfolio-Optimizer,MIT,permissive,84,3,https://github.com/GANASYAM-10/QuantumLeap-Portfolio-Optimizer/blob/main/backend/optimizer.py
LucaGandolfi77,Qiskit-QuantumComputing,MIT,permissive,84,5,https://github.com/LucaGandolfi77/Qiskit-QuantumComputing/blob/main/1302/model_q004.py
LuckyZ10,kas-llm-learning,MIT,permissive,84,2,https://github.com/LuckyZ10/kas-llm-learning/blob/main/projects/dftlammps/quantum_computing/qaoa_interface.py
NingyiXie,GM_QAOA_for_CVRP,MIT,permissive,84,3,https://github.com/NingyiXie/GM_QAOA_for_CVRP/blob/main/operators.py
entropicalabs,openqaoa,MIT,permissive,84,5,https://github.com/entropicalabs/openqaoa/blob/main/src/openqaoa-qiskit/openqaoa_qiskit/backends/gates_qiskit.py
frmetz,VQErgo_quantum_battery,MIT,permissive,84,7,https://github.com/frmetz/VQErgo_quantum_battery/blob/main/load_pvqd_runtime_fig9+12/simulation_noisy.py
nicholaiTukanov,qcnns,MIT,permissive,84,5,https://github.com/nicholaiTukanov/qcnns/blob/master/alternative_convolution_pooling_circuit.py
qiskit-community,qiskit-aqt-provider,Apache-2.0,permissive,84,6,https://github.com/qiskit-community/qiskit-aqt-provider/blob/master/examples/quickstart-estimator.py
quantum-advantage,copilot-sdk-dnalang,MIT,permissive,84,4,https://github.com/quantum-advantage/copilot-sdk-dnalang/blob/main/dnalang/src/dnalang_sdk/compiler/dna_ir.py
quantumdynamics927-dotcom,QPyth,Apache-2.0,permissive,84,8,https://github.com/quantumdynamics927-dotcom/QPyth/blob/main/notebooks/01_Bloch_Sphere_Visualization.ipynb
teaguetomesh,dqva-and-circuit-cutting,MIT,permissive,84,7,https://github.com/teaguetomesh/dqva-and-circuit-cutting/blob/master/ansatz/dqv_cut_ansatz.py
EXPmaster,DAEM,MIT,permissive,78,5,https://github.com/EXPmaster/DAEM/blob/master/src/autoencoder.py
JouziP,MQITE,MIT,permissive,78,12,https://github.com/JouziP/MQITE/blob/main/Amplitude/Amplitude.py
Jrbiltmore,TALON,MIT,permissive,78,7,https://github.com/Jrbiltmore/TALON/blob/main/advanced_optimization.py
KOSASIH,QuantumNexus-Core,MIT,permissive,78,13,https://github.com/KOSASIH/QuantumNexus-Core/blob/main/examples/quantum_entanglement_example/entanglement_example.py
KOSASIH,neuronexus-core,Apache-2.0,permissive,78,6,https://github.com/KOSASIH/neuronexus-core/blob/main/network/protocols/communication/quantum_communication.py
KhryptorGraphics,novacron,MIT,permissive,78,2,https://github.com/KhryptorGraphics/novacron/blob/main/backend/core/quantum/production_optimizer.py
Kojki,quantum-learning,MIT,permissive,78,6,https://github.com/Kojki/quantum-learning/blob/main/src/communication/DI-QKD.py
Luciferai04,sentinel2kol,MIT,permissive,78,2,https://github.com/Luciferai04/sentinel2kol/blob/main/ageis/core/quantum/quantum_encoding.py
MichaelCrowe11,synapse-lang,MIT,permissive,78,2,https://github.com/MichaelCrowe11/synapse-lang/blob/master/cloud-platform/quantum-executor/main.py
STOmics,cellbin2,MIT,permissive,78,1,https://github.com/STOmics/cellbin2/blob/main/cellbin2/contrib/template/inferencev1/inference_v1.py
armanxbabakhani,QAOA_tensorPCA,MIT,permissive,78,2,https://github.com/armanxbabakhani/QAOA_tensorPCA/blob/main/qaoa_noisy_kxor.py
iitis,PyQBench,Apache-2.0,permissive,78,3,https://github.com/iitis/PyQBench/blob/master/qbench/fourier/_components/_rigetti.py
qiskit-community,aqc-research,Apache-2.0,permissive,78,4,https://github.com/qiskit-community/aqc-research/blob/main/aqc_research/model_sp_lhs/objective_base.py
qiskit-community,quantum-fridays,Apache-2.0,permissive,78,2,https://github.com/qiskit-community/quantum-fridays/blob/main/Challenge-Ex2-Solution.ipynb
tejgluth,QuantumAlgorithm,Apache-2.0,permissive,78,5,https://github.com/tejgluth/QuantumAlgorithm/blob/main/examples/compare_qiskit_vs_weighted.py
tensorcircuit,tensorcircuit-ng,Apache-2.0,permissive,78,1,https://github.com/tensorcircuit/tensorcircuit-ng/blob/master/tests/test_circuit.py
yousuftomal,qc-circ-gen,MIT,permissive,78,1,https://github.com/yousuftomal/qc-circ-gen/blob/main/quantum_circuit_generator.py
1ucian0,rpo,Apache-2.0,permissive,72,1,https://github.com/1ucian0/rpo/blob/master/tests/test_pure_state_on_U.py
AlexFiliakov,quactuary,BSD-3-Clause,permissive,72,3,https://github.com/AlexFiliakov/quactuary/blob/main/quactuary/quantum_algorithms/base_quantum.py
Alice-Bob-SW,qiskit-alice-bob-provider,Apache-2.0,permissive,72,5,https://github.com/Alice-Bob-SW/qiskit-alice-bob-provider/blob/main/qiskit_alice_bob_provider/custom_instructions.py
IBM,QBioCode,Apache-2.0,permissive,72,4,https://github.com/IBM/QBioCode/blob/main/qbiocode/embeddings/embed.py
JanPastorek,Bachelor-Thesis,MIT,permissive,72,3,https://github.com/JanPastorek/Bachelor-Thesis/blob/master/src/NLG/NlgDiscreteStatesActions.py
KrishnKher,Q-AutoDiaBFM,MIT,permissive,72,10,https://github.com/KrishnKher/Q-AutoDiaBFM/blob/main/bugs4q/04_buggy.py
QoroQuantum,divi,Apache-2.0,permissive,72,3,https://github.com/QoroQuantum/divi/blob/main/divi/backends/_qoro_service.py
Quantinuum,qiskit,Apache-2.0,permissive,72,9,https://github.com/Quantinuum/qiskit/blob/master/test/benchmarks/circuit_construction.py
QuartumSE,quartumse-internal,Apache-2.0,permissive,72,6,https://github.com/QuartumSE/quartumse-internal/blob/master/bench_optimizations.py
Raunakg2005,quantum-debugger,MIT,permissive,72,3,https://github.com/Raunakg2005/quantum-debugger/blob/main/examples/qiskit_integration_demo.py
Rithvik-Rajesh,classical-quantum-sketch-ml,MIT,permissive,72,2,https://github.com/Rithvik-Rajesh/classical-quantum-sketch-ml/blob/main/Quantum/QML_benchmarking.py
ajmcastro,quantum-reinforcement-learning,Apache-2.0,permissive,72,5,https://github.com/ajmcastro/quantum-reinforcement-learning/blob/main/agents/qrql_agent.py
bc537,estimator_slurm,Apache-2.0,permissive,72,8,https://github.com/bc537/estimator_slurm/blob/main/qml_auto.py
dberga,quantum-experiments,MIT,permissive,72,6,https://github.com/dberga/quantum-experiments/blob/master/Optimization-Cases/MaxCutOpt/demostrador_MaxCutOpt.py
derwind,qmlant,MIT,permissive,72,2,https://github.com/derwind/qmlant/blob/main/qmlant/models/binary_classification/simple_qcnn_tn.py
felix-burt,DISQCO,MIT,permissive,72,4,https://github.com/felix-burt/DISQCO/blob/main/benchmarking/MFPQC/scripts/benchmark_coarsener_comparison.py
jbhontoir,Discrete-optimization-for-quantum-computers,MIT,permissive,72,2,https://github.com/jbhontoir/Discrete-optimization-for-quantum-computers/blob/main/Weighted_Max_SAT/WeightedMaxSATSolver.py
jinyang001,QuSplit,MIT,permissive,72,2,https://github.com/jinyang001/QuSplit/blob/main/observation/observation1and2.py
kunal5556,tp,MIT,permissive,72,2,https://github.com/kunal5556/tp/blob/main/tests/backends/test_qiskit_comprehensive.py
marioalbertosilva,pfoqcompiler,MIT,permissive,72,1,https://github.com/marioalbertosilva/pfoqcompiler/blob/main/pfoqcompiler/compiler.py
mballarin97,mps_qnn,Apache-2.0,permissive,72,4,https://github.com/mballarin97/mps_qnn/blob/main/examples/ent_study.py
mfh-1001,private_delegated_hybrid_qnn_ser,MIT,permissive,72,1,https://github.com/mfh-1001/private_delegated_hybrid_qnn_ser/blob/main/utils/utils.py
mgrzesiuk,qiskit_utils,MIT,permissive,72,1,https://github.com/mgrzesiuk/qiskit_utils/blob/main/tst/test_parse_result.py
mk0dz,antinature,MIT,permissive,72,4,https://github.com/mk0dz/antinature/blob/main/antinature/qiskit_integration/ansatze.py
nathanieltornow,qtpu,Apache-2.0,permissive,72,5,https://github.com/nathanieltornow/qtpu/blob/main/benchmark/ansatz.py
nemanja-6,endava-qunatum-hackathon,MIT,permissive,72,1,https://github.com/nemanja-6/endava-qunatum-hackathon/blob/main/final_release_v_0_1/real_quantum_circuits.py
nlaanait,qcdenoise,MIT,permissive,72,2,https://github.com/nlaanait/qcdenoise/blob/main/qcdenoise/circuit_constructors.py
qiskit-community,dsm-swap,Apache-2.0,permissive,72,2,https://github.com/qiskit-community/dsm-swap/blob/main/stats/run_stats.py
qiskit-community,open-science-prize-2021,Apache-2.0,permissive,72,2,https://github.com/qiskit-community/open-science-prize-2021/blob/main/ibmq-qsim-challenge.ipynb
qiskit-community,qgss-2024,Apache-2.0,permissive,72,6,https://github.com/qiskit-community/qgss-2024/blob/main/labs/lab1/lab1.ipynb
qiskit-community,qiskit-qec,Apache-2.0,permissive,72,9,https://github.com/qiskit-community/qiskit-qec/blob/main/src/qiskit_qec/analysis/faultenumerator.py
qiskit-community,qiskit-sat-synthesis,Apache-2.0,permissive,72,7,https://github.com/qiskit-community/qiskit-sat-synthesis/blob/main/examples/examples_clifford_synthesis.py
qiskit-community,qiskit-textbook,Apache-2.0,permissive,72,5,https://github.com/qiskit-community/qiskit-textbook/blob/main/content/ch-labs/Lab01_QuantumCircuits.ipynb
quantumlib,Cirq,Apache-2.0,permissive,72,2,https://github.com/quantumlib/Cirq/blob/main/cirq-core/cirq/contrib/qasm_import/_parser_test.py
Adaickalavan,quantum,MIT,permissive,66,4,https://github.com/Adaickalavan/quantum/blob/main/arithmetic.py
Cryoris,surfer,Apache-2.0,permissive,66,8,https://github.com/Cryoris/surfer/blob/main/examples/gradient.py
IKEDAKAZUKI,Quantum-Energy-Teleportation,MIT,permissive,66,1,https://github.com/IKEDAKAZUKI/Quantum-Energy-Teleportation/blob/main/Latest update 2025/QET.py
JustWhit3,quantum-algorithms,MIT,permissive,66,7,https://github.com/JustWhit3/quantum-algorithms/blob/main/algorithms/bernstein_vazirani/bv_problem.py
KOSASIH,UniversalQuantumNetwork,MIT,permissive,66,11,https://github.com/KOSASIH/UniversalQuantumNetwork/blob/main/src/quantum_comm/entanglement.py
KristianWold,eddqc,MIT,permissive,66,1,https://github.com/KristianWold/eddqc/blob/main/src/quantum_circuits.py
MarcusSkynet,tides-of-uncertainty,Apache-2.0,permissive,66,3,https://github.com/MarcusSkynet/tides-of-uncertainty/blob/master/algorithms/deutsch_jozsa/deutsch_jozsa.py
NikolaStarx,QCNN_project,MIT,permissive,66,2,https://github.com/NikolaStarx/QCNN_project/blob/main/models/qcnn.py
Qiskit,qiskit-ibm-transpiler,Apache-2.0,permissive,66,5,https://github.com/Qiskit/qiskit-ibm-transpiler/blob/main/examples/ai-permutation-synthesis-demo.ipynb
Quantinuum,pytket-braket,Apache-2.0,permissive,66,2,https://github.com/Quantinuum/pytket-braket/blob/main/pytket/extensions/braket/backends/braket.py
QunaSys,qiskit-qube-backend,Apache-2.0,permissive,66,1,https://github.com/QunaSys/qiskit-qube-backend/blob/main/qiskit_qube_backend/circuits.py
Stuartferguson00,SAMPLING_CAUSAL_SETS,MIT,permissive,66,1,https://github.com/Stuartferguson00/SAMPLING_CAUSAL_SETS/blob/main/Sampler.py
carstenblank,dc-qiskit-algorithms,Apache-2.0,permissive,66,6,https://github.com/carstenblank/dc-qiskit-algorithms/blob/master/dc_qiskit_algorithms/ControlledStatePreparation.py
cocori-rs,qwopt,Apache-2.0,permissive,66,2,https://github.com/cocori-rs/qwopt/blob/master/notebook/Step_by_Step_QGAN_example.py
filorazi,qSLP-quantum-Single-Layer-Perceptron,Apache-2.0,permissive,66,2,https://github.com/filorazi/qSLP-quantum-Single-Layer-Perceptron/blob/main/model_training.py
giorgiostucchi,QiskitMunich,Apache-2.0,permissive,66,3,https://github.com/giorgiostucchi/QiskitMunich/blob/main/my_ddd.py
jdlongmire,logic-realism-theory,MIT,permissive,66,2,https://github.com/jdlongmire/logic-realism-theory/blob/master/archive/notebooks-d-series/archive/20251221-pre-refactor/quantum_simulations/qec_implementation.py
kattemolle,LIGRAR,MIT,permissive,66,1,https://github.com/kattemolle/LIGRAR/blob/master/line_graph_routing.py
qiskit-community,ml-qem,Apache-2.0,permissive,66,4,https://github.com/qiskit-community/ml-qem/blob/research/docs/tutorials/mbd_utils.py
qiskit-community,qdc-challenges-2024,Apache-2.0,permissive,66,4,https://github.com/qiskit-community/qdc-challenges-2024/blob/main/Day_1/utils/utils.py
qiskit-community,qiskit-device-benchmarking,Apache-2.0,permissive,66,6,https://github.com/qiskit-community/qiskit-device-benchmarking/blob/main/qiskit_device_benchmarking/bench_code/bell/bell_experiment.py
qiskit-community,qiskit-optimization,Apache-2.0,permissive,66,5,https://github.com/qiskit-community/qiskit-optimization/blob/main/qiskit_optimization/algorithms/amplitude_amplifiers/amplification_problem.py
seansimms,Quantum_Conduit,MIT,permissive,66,2,https://github.com/seansimms/Quantum_Conduit/blob/main/benchmarks/benchmark_advanced_sota.py
thomascherickal,quantum-computing-fundamentals-article,MIT,permissive,66,7,https://github.com/thomascherickal/quantum-computing-fundamentals-article/blob/master/10.Grover-Search-Algorithm-Detailed.py
